Name;Abb;License;Year;Total Office;Phnom Penh Office;Provincial Office;ATM terminals;POS;Debit Cards;Credit Cards;Staff;Total Assets;Total Equity;GLP;NLP;Debt= Borrowings+Sub-debt;Total Customer Deposits (exc. Deposits from banks and Fis);CASA deposits;Total Paid-up Capital;Foreign Share;Cash;Gold;Deposits with NBC;Due from Banks;Deposits with, Loans and advances to, Banks;Loans and advances  to state enterprises;Loans and advances to private sector;Accrued interest receivable from Loans;Securities;Claims on goverment;Prepaid Expenses;Fixed assets;Other assets;Total Assets;Owed to NBC;Owed to Banks;Borrowed Funds (including subdebt);Demand deposits;Saving deposits ;Fixed deposits ;Accrued interest payable;Other deposits;Other liabilities;Total Liabilities;Paid up Capital;Reserves  ;Regulatory Resereve & other;Retained and Current Profit/Loss;Total Equity;Interest Income;Interest Expenses;Net Interest Income;Non Interest Income;Gross Operating Income;Operating Expenses (Excluded Depreciations);Depreciation;Bad & Doubtful Debts;Recoveries;Profit & Loss Before Tax;Profit Tax;Extra Gains or Losses;Net profit for 12 Months;Total Credit (Exc. Loans to Other banks and Fis);Agriculture, Forestry and Fishing;Mining and Quarrying;Manufacturing;Utilities;Construction;Wholesale Trade;Retail Trade;Accommodation and Food Service Activities;Transport and Storage;Information and Communications;Rental and Operational Leasing Activities;Real Estate Activities (include mortgage from 2024);Other Non-Financial Services ( including Education + Arts, Entertainment and creation);Personal Essentials (Exclude mortgage from 2024);Other Lending;Total Customer Deposits;Government;State Enterprise ;Business Enterprises;Individuals;Non-profit Organizations;Non- Resident;Others;Asset growth;Equity growth;GLP growth;Deposit growth;Debt (borrowings & sub-debt) growth;Int.income growth;Net int. income growth;Non-int. income growth;Ope growth;PBT growth;Net income growth;ROA;ROE;ROAA;ROAE;NIM;Portfolio Yield;CIR;NPL ratio;Net loan/GLP;Provision exp ratio;Loans per staff;Loans per branch;Loan to Agriculture;Loan to Construction;Loan to Real-estate;Loan to Hotel & Restaurants;Loan to Retail Trade;Loan to Wholesale Trade;Loans to personal essentials;Loans to manufacturing;Loans to others;Ope ratio;Ope per staff;CASA Ratio;Loan-deposit Ratio;Deposits with NBC/TA;D/E;A/E;Total Equity/Risky Assets;CASA/TL;FD/TL;Borrowings/TL;Owed to Banks & NBC/TL;Subdebt/TL;Other liab/TL;Avg. Funding Cost;Yield on Earnings Assets;Operating exp. Ratio;Funding exp. Ratio;Provision exp. Ratio;Yield margin
Bank of India PP Branch>> not exist since 2020;BIPP;Commercial;2011;1;1;0;0;0;0;0;9;67,478;51,318;16,769;0;12,128;3,383;1,799;52,507;1;357;0;8,255;1,441;39,974;0;16,698;71;0;0;113;569;1;67,478;0;8,089;4,039;533;1,266;1,551;33;0;649;16,160;52,507;0;0;-1,189;51,318;1,725;93;1,633;216;1,848;1,325;17;351;0;155;26;0;129;16,770;4,050;0;5,604;121;2,816;2,290;0;0;0;0;0;0;0;1,887;0;3,383;0;0;368;3,002;0;13;0;0.20976;-0.00095;1.9128;-0.18226;;1.21438;1.21875;0.36709;-0.01324;;;0.00191;0.00251;0.00209;0.00251;0.02691;0.03199;0.72619;0;0.99577;0.03116;1,863;16,769;0.24152;0.16793;0;0;0;0.13656;0.11253;0.33419;0.00728;0.11915;149.11;0.53178;4.95684;0.12234;0.3149;1.3149;0.87178;0.11132;0.09598;0.24994;0.50056;;0.0422;0.00949;0.03199;0.02212;0.00153;0.00579;0.00255
Bank of India PP Branch>> not exist since 2020;BIPP;Commercial;2012;1;1;0;0;0;0;0;9;83,430;51,769;16,787;0;19,984;11,620;3,315;51,935;1;140;0;14,491;2,034;49,528;0;16,713;74;0;0;66;383;1;83,430;0;7,997;11,987;1,744;1,571;8,159;147;0;56;31,661;51,935;0;660;-826;51,769;2,471;323;2,148;328;2,476;1,996;10;92;0;378;28;0;350;16,787;3,596;0;7,397;0;2,482;1,840;0;0;0;0;0;0;0;1,472;0;11,620;612;0;7,118;3,656;54;26;155;0.2364;0.00879;0.00107;2.43482;0.64776;0.43246;0.31537;0.51852;0.49478;1.43871;1.71318;0.0042;0.00676;0.00464;0.00679;0.02881;0.03754;0.81018;0;0.99559;0.00548;1,865;16,787;0.21421;0.14785;0;0;0;0.10961;0.08769;0.44064;0;0.11956;222.89;0.28528;1.44466;0.17369;0.61158;1.61158;0.75247;0.1047;0.2577;0.3786;0.25258;;0.00641;0.01376;0.03754;0.0269;0.00433;0.00123;0.00507
Bank of India PP Branch>> not exist since 2020;BIPP;Commercial;2013;1;1;0;0;0;0;0;9;87,597;52,260;23,409;0;24,049;11,221;3,731;51,935;1;350;0;12,799;130;50,499;0;23,161;249;0;0;66;344;0;87,597;0;12,061;11,988;2,289;1,442;7,327;164;0;67;35,337;51,935;0;797;-473;52,260;2,602;529;2,073;295;2,368;1,867;10;138;0;354;0;0;354;23,409;3,011;0;7,627;0;2,166;8,108;0;0;0;0;0;0;0;2,497;0;11,221;337;58;6,568;3,809;0;282;167;0.04995;0.00948;0.39447;-0.03434;0.20341;0.05301;-0.03492;-0.10061;-0.06431;-0.06349;0.01143;0.00404;0.00677;0.00414;0.00681;0.02448;0.03421;0.79265;0;0.98941;0.00687;2,601;23,409;0.12863;0.09253;0;0;0;0.34636;0.10667;0.32581;0;0.09339;208.56;0.3325;2.08618;0.14611;0.67618;1.67618;0.70197;0.10558;0.20735;0.33925;0.34131;;0.00651;0.01589;0.03421;0.02217;0.00625;0.00163;0.00417
Bank of India PP Branch>> not exist since 2020;BIPP;Commercial;2014;1;1;0;0;0;0;0;9;70,109;53,078;25,951;0;4,075;12,872;3,945;52,975;1;627;0;14,994;1,290;26,859;0;25,644;307;0;0;66;322;0;70,109;0;0;4,075;1,768;2,177;8,739;188;0;85;17,032;52,975;0;530;-427;53,078;2,613;399;2,214;282;2,495;2,623;0;-284;0;156;0;0;156;25,950;2,138;0;6,716;0;2,454;11,710;0;0;0;0;0;0;0;2,933;0;12,872;398;85;6,440;5,491;0;259;199;-0.19964;0.01565;0.10859;0.14713;-0.83055;0.00423;0.06802;-0.04407;0.39744;-0.55932;-0.55932;0.00223;0.00294;0.00198;0.00296;0.0285;0.03726;1.0513;0;0.98817;-0.01151;2,883;25,951;0.08239;0.09456;0;0;0;0.45124;0.11302;0.2588;0;0.10628;291.44;0.30648;2.01608;0.21387;0.32089;1.32087;0.97412;0.23162;0.51309;0.23926;;;0.01603;0.01539;0.03726;0.03376;0.00514;-0.00366;0.00202
Bank of India PP Branch>> not exist since 2020;BIPP;Commercial;2015;1;1;0;0;0;0;0;9;72,674;53,029;29,299;0;8,100;11,318;5,962;52,650;1;137;0;13,690;3,596;25,582;0;28,941;358;0;0;65;303;0;72,674;0;0;8,100;1,260;4,702;5,115;241;0;226;19,645;52,650;0;587;-208;53,029;2,872;348;2,525;337;2,861;2,584;0;61;0;216;0;0;216;29,299;1,057;0;11,575;0;0;13,181;0;0;0;0;0;0;0;3,486;0;11,318;149;149;2,295;8,447;0;12;266;0.03659;-0.00092;0.12901;-0.12073;0.98773;0.09912;0.14047;0.19504;-0.01487;0.38462;0.38462;0.00297;0.00407;0.00303;0.00407;0.03592;0.04565;0.90318;0;0.98778;0.00221;3,255;29,299;0.03608;0;0;0;0;0.44988;0.11898;0.39506;0;0.09354;287.11;0.52677;2.58871;0.18838;0.37046;1.37046;0.90113;0.30349;0.26037;0.41232;;;0.02382;0.01937;0.04565;0.03676;0.00495;0.00087;0.00307
Bank of India PP Branch>> not exist since 2020;BIPP;Commercial;2016;1;1;0;0;0;0;0;9;61,441;49,665;26,437;7,146;4,037;7,690;4,072;52,481;1;211;0;17,270;243;20,484;0;22,771;93;0;0;65;279;24;61,441;0;0;4,037;1,169;2,903;3,497;121;0;50;11,777;52,481;0;216;-3,033;49,665;2,417;226;2,191;310;2,501;2,122;0;3,204;0;-2,825;0;0;-2,825;26,437;712;0;11,203;0;0;10,404;0;0;0;0;0;0;0;4,118;0;7,690;91;0;632;6,630;200;12;125;-0.15457;-0.06344;-0.09768;-0.32055;-0.5016;-0.15843;-0.13228;-0.08012;-0.17879;-14.0787;-14.0787;-0.04598;-0.05688;-0.04213;-0.05502;0.03305;0.04114;0.84846;0.2703;0.86133;0.11497;2,937;26,437;0.02693;0;0;0;0;0.39354;0.15577;0.42376;0;0.07614;235.78;0.52952;3.43784;0.28108;0.23713;1.23711;1.12978;0.34576;0.29693;0.34279;;;0.01452;0.01468;0.04114;0.03201;0.00341;0.04833;-0.04262
Bank of India PP Branch>> not exist since 2020;BIPP;Commercial;2017;1;1;0;0;0;0;0;9;58,927;41,603;27,184;15,718;8,074;9,053;5,885;52,481;1;568;0;26,929;720;14,416;0;15,644;108;0;0;66;272;205;58,927;0;0;8,074;3,199;2,686;3,048;120;0;196;17,323;52,481;0;120;-10,998;41,603;1,726;239;1,487;365;1,852;2,054;0;7,763;0;-7,965;0;0;-7,965;27,184;712;0;10,577;0;0;11,962;0;0;0;0;0;0;0;3,932;0;9,053;895;0;466;4,829;192;2,551;120;-0.04092;-0.16233;0.02826;0.17724;1;-0.28589;-0.32131;0.17742;-0.03205;;;-0.13517;-0.19145;-0.13234;-0.17454;0.0251;0.0353;1.10907;0.57821;0.57549;0.28955;3,020;27,184;0.02619;0;0;0;0;0.44004;0.14464;0.38909;0.00004;0.07661;228.22;0.65006;3.00276;0.45699;0.41639;1.41641;1.32367;0.33972;0.17595;0.46609;;;0.01824;0.01671;0.0353;0.03467;0.00403;0.13105;-0.13446
Bank of India PP Branch>> not exist since 2020;BIPP;Commercial;2018;1;1;0;0;0;0;0;9;57,573;36,081;20,379;16,525;16,072;5,193;5,034;52,234;1;500;0;44,039;2,070;6,035;0;4,611;4;0;0;65;246;2;57,573;0;0;16,072;3,495;1,539;147;12;;227;21,492;52,234;0;50;-16,203;36,081;1,099;16;1,083;365;1,448;2,389;;4,315;;-5,257;;;-5,257;20,379;701;;8,362;;;9,910;;;;;;;;1,405;;5,193;781;;1,262;2,030;120;987;13;-0.02298;-0.13273;-0.25033;-0.42638;0.99059;-0.36327;-0.27169;0;;;;-0.09131;-0.1457;-0.09025;-0.13534;0.01892;0.02558;;0.81088;0.22626;0.18144;2,264;20,379;0.0344;;;;;0.48628;0.06894;0.41032;0.00005;;;0.96938;3.92432;0.76492;0.59566;1.59566;2.76822;0.23423;0.00684;0.74781;;;0.01112;0.00084;0.02558;;0.00028;0.07539;-0.05009
Bank of India PP Branch>> not exist since 2020;BIPP;Commercial;2019;1;1;0;0;0;0;0;4;59,262;42,798;7,999;7,999;16,300;125;125;52,975;1;141;0;45,094;12,671;1,057;0;0;0;0;0;66;234;0;59,263;0;0;16,300;18;107;0;0;0;40;16,465;52,975;0;0;-10,177;42,798;944;3;941;188;1,129;2,249;0;-7,375;0;6,255;0;0;6,255;7,999;719;0;0;0;0;7,281;0;0;0;0;0;0;0;0;0;125;0;0;0;107;14;4;0;0.02934;0.18616;-0.60749;-0.97593;0.01419;-0.14104;-0.13112;-0.48493;;;;0.10555;0.14615;0.10707;0.1586;0.01628;0.01959;1.99203;1;;-0.51977;2,000;7,999;0.08989;0;0;0;0;0.91024;0;0;-0.00013;0.1585;562.25;1;63.992;0.76093;0.38471;1.38469;3.0509;0.00759;0;0.98998;;;0.00243;0.00016;0.01959;0.03892;0.00005;-0.12762;0.10824
Bank of India PP Branch>> not exist since 2020;BIPP;Commercial;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bank of India PP Branch>> not exist since 2020;BIPP;Commercial;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bank of India PP Branch>> not exist since 2020;BIPP;Commercial;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bank of India PP Branch>> not exist since 2020;BIPP;Commercial;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bank of India PP Branch>> not exist since 2020;BIPP;Commercial;2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Booyoung Khmer Bank;Booyoung;Commercial;2010;;;;0;0;0;0;15;148,690;147,703;1,668;897;;634;626;145,908;1;866;0;15,580;1,754;128,130;0;658;157;20;0;980;546;0;148,690;0;0;0;123;503;8;0;0;353;987;145,908;0;0;1,795;147,703;3,594;81;3,513;8;3,521;1,630;377;752;0;762;165;0;597;1,668;0;0;0;0;0;965;610;0;93;0;0;0;0;0;0;634;0;0;393;241;0;0;0;;;;;;;;;;;;0.00402;0.00404;;;;;0.57001;0.53777;0.39448;;111;;0;0;0;0;0.36571;0.57854;0;0;0.05576;;133.8;0.98738;2.63091;0.10478;0.00668;1.00668;1.1169;0.63425;0.00811;0;;;0.35765;;;;;;
Booyoung Khmer Bank;Booyoung;Commercial;2011;1;1;0;0;0;0;0;12;152,422;148,566;0;0;;3,477;3,476;145,404;1;590;0;15,587;2,661;130,954;0;0;0;0;0;2,223;407;0;152,422;0;0;0;51;3,425;0;0;0;380;3,856;145,404;0;0;3,162;148,566;2,507;14;2,492;398;2,890;1,508;385;-6;808;1,811;395;0;1,416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,477;0;0;3,194;282;0;0;0;0.0251;0.00584;-1;4.48423;;-0.30245;-0.29063;48.75;-0.0568;1.37664;1.37186;0.00929;0.00953;0.00941;0.00956;0.01688;0.01967;0.65502;;;-0.00719;0;0;;;;;;;;;;2.26978;157.75;0.99971;0;0.10226;0.02595;1.02595;1.09043;0.90145;0;0;;;0.09855;0.00681;0.01967;0.01282;0.00009;-0.00004;0.0068
Booyoung Khmer Bank;Booyoung;Commercial;2012;1;1;0;0;0;0;0;11;149,502;148,216;2,233;0;;936;921;143,820;1;1,081;0;15,901;12,105;117,804;0;1,989;244;0;0;101;276;0;149,502;0;0;0;270;651;0;0;14;350;1,286;143,820;0;0;4,396;148,216;3,357;10;3,347;212;3,559;1,665;225;0;0;1,669;400;0;1,269;2,233;0;0;0;0;2,233;0;0;0;0;0;0;0;0;0;0;936;0;0;735;201;0;0;0;-0.01916;-0.00236;;-0.7308;;0.33905;0.3431;-0.46734;-0.00158;-0.07841;-0.10381;0.00849;0.00856;0.00841;0.00855;0.02254;0.02403;0.53105;0;0.89073;0;203;2,233;0;1;0;0;0;0;0;0;0;1.69279;171.82;0.98397;2.38568;0.10636;0.00868;1.00868;1.11844;0.71617;0;0;;;0.28383;0.00455;0.02403;0.01273;0.00007;0;0.01124
Booyoung Khmer Bank;Booyoung;Commercial;2013;1;1;0;0;0;0;0;11;155,063;150,082;19,837;0;;4,341;4,341;143,820;1;372;0;16,087;1,005;117,425;0;19,647;190;0;0;129;206;1;155,063;0;0;0;70;4,271;0;0;0;640;4,981;143,820;0;0;6,262;150,082;3,789;26;3,763;372;4,135;1,417;182;120;0;2,416;549;0;1,866;19,837;2,413;0;0;0;17,037;0;0;0;0;0;0;0;0;387;0;4,341;0;0;4,118;223;0;0;0;0.0372;0.01259;7.88356;3.63782;;0.12869;0.12429;0.75472;-0.15397;0.44757;0.47045;0.01203;0.01243;0.01225;0.01251;0.02492;0.02756;0.3867;0;0.99042;0.01087;1,803;19,837;0.12164;0.85885;0;0;0;0;0.01951;0;0;0.1449;145.36;1;4.56968;0.10374;0.03319;1.03319;1.08281;0.87151;0;0;;;0.12849;0.00988;0.02756;0.01059;0.00017;0.00079;0.016
Booyoung Khmer Bank;Booyoung;Commercial;2014;1;1;0;0;0;0;0;13;167,360;163,942;11,991;0;;3,288;2,058;152,813;1;400;0;19,082;464;126,912;0;11,932;59;0;0;8,341;170;0;167,360;0;0;0;12;2,046;1,229;1;0;129;3,418;152,813;0;0;11,130;163,942;6,158;28;6,130;357;6,487;1,561;187;-3;0;4,743;0;0;4,742;11,991;2,461;0;0;0;6,962;0;0;0;0;0;0;0;0;2,568;0;3,288;0;0;2,370;363;0;555;0;0.0793;0.09235;-0.39552;-0.24257;;0.62523;0.62902;-0.04032;0.09318;0.96316;1.54126;0.02833;0.02892;0.02941;0.0302;0.03923;0.04169;0.26946;0;0.99508;-0.00019;922;11,991;0.20524;0.5806;0;0;0;0;0.21416;0;0;0.10984;134.46;0.62591;3.6469;0.11402;0.02085;1.02085;1.10863;0.60211;0.35957;0;;;0.03833;0.00734;0.04169;0.01119;0.00018;-0.00002;0.03034
Booyoung Khmer Bank;Booyoung;Commercial;2015;1;1;0;0;0;0;0;14;173,201;168,046;41,339;0;2,051;2,564;2,563;151,875;1;1,051;0;19,393;1,203;101,805;0;40,911;428;0;0;8,260;150;0;173,201;0;2,051;0;795;1,768;0;0;0;541;5,156;151,875;0;0;16,171;168,046;8,047;22;8,025;463;8,488;1,945;185;291;0;6,069;0;0;6,069;41,339;0;0;0;0;20,747;0;0;0;0;0;0;0;0;20,593;0;2,564;0;0;903;1,658;0;2;0;0.0349;0.02503;2.4475;-0.22019;;0.30676;0.30914;0.29692;0.21854;0.27957;0.27984;0.03504;0.03612;0.03564;0.03656;0.04989;0.05291;0.25094;0;0.98965;0.01091;2,953;41,339;0;0.50187;0;0;0;0;0.49815;0;-0.00002;0.07988;152.14;0.99961;16.12285;0.11197;0.03068;1.03068;1.10009;0.49709;0;0;0.39779;;0.10512;0.00557;0.05291;0.01324;0.00014;0.00181;0.03772
Booyoung Khmer Bank;Booyoung;Commercial;2016;1;1;0;0;0;0;0;23;177,124;173,826;66,619;4,299;58;2,605;2,602;151,388;1;1,094;0;19,183;335;88,084;0;66,060;431;1,213;0;241;482;0;177,124;0;58;0;807;1,795;0;0;2;636;3,298;151,388;0;0;22,438;173,826;9,958;21;9,937;207;10,144;2,075;183;339;0;7,547;0;0;7,547;66,619;0;0;0;0;28,398;0;0;0;0;0;0;0;0;38,221;0;2,605;0;0;1,507;1,093;0;2;2;0.02265;0.0344;0.61153;0.01599;-0.97172;0.23748;0.23826;-0.55292;0.06009;0.24353;0.24353;0.04261;0.04342;0.04309;0.04415;0.05877;0.06011;0.22259;0.06453;0.99161;0.00628;2,896;66,619;0;0.42627;0;0;0;0;0.57373;0;0;0.04183;98.17;0.99885;25.57351;0.1083;0.01897;1.01897;1.10825;0.78896;0;0;0.01759;;0.19345;0.00577;0.06011;0.01335;0.00012;0.002;0.04463
Booyoung Khmer Bank;Booyoung;Commercial;2017;2;2;0;0;0;0;0;37;262,909;256,670;95,988;0;2,125;3,124;3,124;227,081;1;1,762;0;26,772;1,804;135,282;0;95,452;458;0;0;284;966;130;262,909;0;2,125;0;84;3,040;0;0;0;990;6,239;227,081;0;0;29,589;256,670;12,151;61;12,089;596;12,685;3,333;281;289;0;8,781;93;7;8,695;95,988;5,876;0;0;0;31,337;37,143;2,774;5,044;0;0;893;0;0;12,922;0;3,124;0;0;1,038;1,904;0;182;0;0.48432;0.47659;0.44085;0.19923;35.63793;0.22022;0.21656;1.87923;0.60053;0.16351;0.15211;0.03307;0.03388;0.03952;0.0404;0.05569;0.05872;0.2849;0;0.99442;0.00355;2,594;47,994;0.06122;0.32647;0;0.05255;0.0289;0.38695;0.13462;0;0.00929;0.04445;97.68;1;30.72599;0.10183;0.02431;1.02431;1.09513;0.50072;0;0;0.3406;;0.15868;0.01543;0.05872;0.01665;0.00028;0.00133;0.04046
Booyoung Khmer Bank;Booyoung;Commercial;2018;3;2;1;;;;;38;372,593;339,822;166,049;2,403;14,505;16,617;16,609;301,350;1;1,329;0;35,587;723;164,299;0;162,594;1,009;0;0;229;1,031;5,793;372,593;0;14,505;0;3,121;13,488;;;7;1,650;32,771;301,350;0;0;38,472;339,822;17,635;471;17,164;1,086;18,250;3,882;523;3,027;;10,818;205;-1;10,612;166,049;5,479;;;;143,733;;2,998;9,581;;2,014;1,131;;760;352;;16,617;;;12,813;3,793;;3;7;0.41719;0.32396;0.72989;4.31914;5.82588;0.45132;0.4198;0.82215;0.21887;0.23198;0.22047;0.02848;0.03123;0.0334;0.03558;0.05514;0.06015;0.24137;0.01447;0.97919;0.0231;4,370;55,350;0.033;0.86561;;0.0577;0.01805;;0.00212;;0.02352;0.03362;115.92;0.99952;9.99272;0.09551;0.09644;1.09644;1.01235;0.50682;;0;0.44262;;0.05056;0.08973;0.06015;0.01415;0.00151;0.00973;0.03476
Booyoung Khmer Bank;Booyoung;Commercial;2019;3;2;1;0;0;0;0;36;394,993;357,020;250,952;7,909;26,955;8,529;7,814;305,625;1;3,470;0;33,035;6,309;104,338;0;243,676;2,066;0;0;391;1,046;663;394,994;0;26,955;0;411;7,403;713;1;0;2,489;37,972;305,625;0;0;51,395;357,020;23,159;942;22,217;1,287;23,504;4,585;531;3,542;0;14,846;292;-20;14,534;250,952;10,831;0;0;0;80,572;2,068;12,402;12,524;0;3,968;2,483;0;2,107;123,997;0;8,529;0;0;4,332;4,193;0;4;0;0.06012;0.05061;0.51131;-0.48673;0.85832;0.31324;0.2944;0.18508;0.16141;0.37234;0.36958;0.0368;0.04071;0.03787;0.04171;0.0592;0.06514;0.21767;0.03152;0.97101;0.01699;6,971;83,651;0.04316;0.32107;0;0.04991;0.04942;0.00824;0.49411;0;0.0341;0.02454;142.11;0.91617;29.42338;0.08363;0.10636;1.10636;0.9959;0.20578;0.01878;0;0.70987;;0.06557;0.02655;0.06514;0.01363;0.00251;0.00944;0.03956
Booyoung Khmer Bank;Booyoung;Commercial;2020;3;2;1;0;0;0;0;39;545,951;497,927;265,384;2,419;26,783;17,498;17,334;424,725;1;2,950;0;177,275;7,914;90,648;0;259,100;3,270;0;0;404;810;3,580;545,951;0;26,783;0;6,529;10,805;163;1;0;3,743;48,024;424,725;4,863;0;68,339;497,927;25,108;1,043;24,065;1,721;25,786;4,615;534;493;0;20,143;387;220;19,976;265,384;10,744;0;0;0;126,585;845;10,108;10,689;0;3,905;1,352;0;2,253;98,903;0;17,498;0;0;50;17,334;0;114;0;0.38218;0.39468;0.05751;1.05159;-0.00638;0.08416;0.08318;0.33722;0.00645;0.3568;0.37443;0.03659;0.04012;0.04246;0.04673;0.05219;0.05818;0.19968;0.00912;0.97632;0.00191;6,805;88,461;0.04048;0.47699;0;0.04028;0.03809;0.00318;0.37268;0;0.0283;0.01994;132.03;0.99063;15.16653;0.32471;0.09645;1.09645;1.36148;0.36094;0.00339;0;0.5577;;0.07796;0.02615;0.05818;0.01117;0.00226;0.00107;0.04368
Booyoung Khmer Bank;Booyoung;Commercial;2021;3;2;1;0;0;0;0;40;594,048;518,275;273,043;15,769;56;72,365;72,365;427,770;1;3,952;0;70,129;128,699;122,458;0;261,113;4,951;0;0;394;660;1,692;594,048;0;56;0;138;72,227;0;0;0;3,352;75,773;427,770;1,536;0;88,969;518,275;31,110;382;30,728;767;31,496;3,536;1,106;473;0;26,381;343;-61;25,977;273,043;13,812;0;0;0;88,348;14,032;8,036;6,970;0;13,456;9,960;0;5,967;112,461;0;72,365;0;0;0;72,361;0;4;0;0.0881;0.04087;0.02886;3.13562;-0.99791;0.23905;0.27688;-0.55433;-0.09847;0.30969;0.30041;0.04373;0.05012;0.04557;0.05113;0.055;0.05706;0.14738;0.05775;0.95631;0.00176;6,826;91,014;0.05059;0.32357;0;0.02553;0.02943;0.05139;0.41188;0;0.10762;0.01724;116.05;1;3.77314;0.11805;0.1462;1.1462;0.99675;0.95502;0;0;0.00074;;0.04424;0.00655;0.05706;0.00831;0.00068;0.00085;0.04722
Booyoung Khmer Bank;Booyoung;Commercial;2022;3;2;1;0;0;0;0;35;689,226;548,580;410,408;34,979;120,149;15,285;14,039;432,285;1;7,097;0;45,730;17,676;209,019;0;380,061;5,777;0;0;283;3,886;19,697;689,226;0;120,149;0;5,446;8,593;1,226;19;0;5,212;140,645;432,285;3,406;0;112,889;548,580;33,746;1,723;32,023;4,527;36,550;4,801;519;1,029;0;30,202;-88;-483;29,807;410,408;6,269;0;0;0;165,879;40,420;4,215;637;0;175;17,740;0;24,929;150,144;0;15,285;0;0;0;15,282;0;4;0;0.16022;0.05847;0.50309;-0.78878;2144.51786;0.08473;0.04214;4.90222;0.14606;0.14484;0.14744;0.04325;0.05433;0.04645;0.05588;0.05186;0.06199;0.14555;0.08523;0.92606;0.00301;11,726;136,803;0.01528;0.40418;0;0.00155;0.01027;0.09849;0.36584;0;0.10439;0.01557;152;0.91848;26.85038;0.06635;0.25638;1.25638;0.86201;0.09982;0.00872;0;0.85427;;0.03719;0.01658;0.06199;0.00862;0.00279;0.00167;0.04891
Booyoung Khmer Bank;Booyoung;Commercial;2023;4;2;2;0;0;0;0;43;651,734;571,084;429,216;72,939;45,787;25,664;24,508;428,925;1;5,201;0;47,667;16,652;148,762;0;374,126;9,634;0;0;411;5,374;43,908;651,735;0;45,787;0;237;24,271;1,139;17;0;9,199;80,650;428,925;14,076;0;128,083;571,084;39,827;2,267;37,560;798;38,358;5,112;2,080;-857;0;32,022;1,019;311;31,313;429,216;6,220;0;0;0;166,540;40,106;4,182;632;0;174;17,602;0;24,736;169,025;0;25,664;0;0;0;25,661;0;4;0;-0.0544;0.04102;0.04583;0.67903;-0.61891;0.1802;0.17291;-0.82372;0.35188;0.06026;0.05053;0.04805;0.05483;0.0467;0.05593;0.0606;0.06554;0.1875;0.16994;0.87165;-0.00204;9,982;107,304;0.01449;0.38801;0;0.00147;0.00974;0.09344;0.3938;0;0.09904;0.01713;167.26;0.95496;16.72444;0.07314;0.14122;1.14122;0.95361;0.30388;0.01412;0;0.56772;;0.11427;0.02192;0.06554;0.0116;0.00366;-0.00138;0.05166
Booyoung Khmer Bank;Booyoung;Commercial;2024;4;2;2;0;0;0;0;44;618,481;592,604;377,745;99,895;55;16,693;13,321;422,625;1;1,468;0;47,002;3,992;185,215;0;288,007;15,358;0;0;1,187;4,127;72,127;618,483;0;55;0;155;13,166;3,266;106;0;9,130;25,878;422,625;0;438;169,541;592,604;39,599;662;38,936;1,192;40,129;6,256;1,342;-579;0;33,705;415;594;33,289;377,745;16,660;1,658;101;228;120,095;22,886;11,913;51,921;1,350;10,394;7,622;111,037;4,279;14,452;0;16,693;0;0;0;16,689;0;4;0;-0.05102;0.03768;-0.11992;-0.34956;-0.9988;-0.00572;0.03663;0.49373;0.05645;0.05256;0.0631;0.05382;0.05617;0.05241;0.05721;0.07007;0.0734;0.18934;0.26445;0.76244;-0.00144;8,585;94,436;0.0441;0.31793;0.29395;0.13745;0.03154;0.06059;0.03826;0.00027;0.07592;0.01883;172.68;0.798;22.62895;0.076;0.04367;1.04367;1.03963;0.51476;0.12621;0;0.00213;;0.35691;0.01503;0.0734;0.01367;0.00119;-0.00104;0.05958
Branch of Industrial Bank of Korea (Phnom Penh);IBK;Commercial;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
