Date;AAA;AA;A;BBB;BB;B;CCC
2001-06-12;0.75;0.96;1.35;2.02;3.66;8.09;19.49
2001-06-11;0.75;0.97;1.35;2.02;3.62;7.99;19.5
2001-06-08;0.76;0.97;1.35;2.02;3.59;7.92;19.53
2001-06-07;0.75;0.97;1.34;2.02;3.61;7.96;19.65
2001-06-06;0.76;0.97;1.34;2.03;3.64;8.01;19.71
2001-06-05;0.77;0.98;1.35;2.04;3.67;8.04;19.59
2001-06-04;0.78;0.99;1.36;2.05;3.62;7.95;19.44
2001-06-01;0.78;1.0;1.37;2.05;3.59;7.92;19.29
2001-05-31;0.78;1.0;1.38;2.06;3.6;7.93;19.44
2001-05-30;0.8;1.0;1.37;2.06;3.76;7.71;19.06
2001-05-29;0.8;1.0;1.37;2.07;3.72;7.7;18.84
2001-05-28;0.8;1.0;1.38;2.08;3.74;7.71;19.03
2001-05-25;0.8;1.0;1.38;2.08;3.74;7.7;18.92
2001-05-24;0.8;1.01;1.39;2.09;3.74;7.7;18.86
2001-05-23;0.81;1.01;1.39;2.1;3.81;7.82;18.92
2001-05-22;0.81;1.01;1.39;2.09;3.82;7.79;18.85
2001-05-21;0.81;1.01;1.38;2.1;3.81;7.81;18.72
2001-05-18;0.81;1.03;1.39;2.12;3.82;7.81;18.97
2001-05-17;0.81;1.02;1.36;2.12;3.83;7.83;19.01
2001-05-16;0.82;1.03;1.39;2.13;3.85;7.79;19.23
2001-05-15;0.82;1.04;1.42;2.14;3.85;7.71;19.05
2001-05-14;0.83;1.04;1.44;2.15;3.95;7.78;19.19
2001-05-11;0.82;1.05;1.44;2.15;3.9;7.66;18.99
2001-05-10;0.83;1.05;1.46;2.16;4.08;7.86;19.26
2001-05-09;0.83;1.05;1.45;2.16;4.13;7.94;19.5
2001-05-08;0.83;1.05;1.46;2.16;4.12;7.89;19.36
2001-05-07;0.83;1.06;1.45;2.16;4.12;7.9;19.42
2001-05-04;0.84;1.06;1.46;2.17;4.15;7.9;19.53
2001-05-03;0.84;1.05;1.44;2.17;4.13;7.87;19.48
2001-05-02;0.83;1.05;1.42;2.17;4.11;7.8;19.59
2001-05-01;0.83;1.04;1.44;2.18;4.19;8.0;19.82
2001-04-30;0.83;1.05;1.45;2.19;4.21;8.09;20.34
2001-04-27;0.85;1.07;1.48;2.63;3.95;8.62;20.8
2001-04-26;0.85;1.08;1.5;2.59;4.06;8.77;20.84
2001-04-25;0.85;1.09;1.51;2.55;4.03;8.73;20.88
2001-04-24;0.9;1.13;1.56;2.46;4.47;8.85;25.78
2001-04-23;0.9;1.14;1.56;2.46;4.45;8.84;24.79
2001-04-20;0.9;1.14;1.56;2.44;4.36;8.74;23.12
2001-04-19;0.89;1.14;1.58;2.44;4.35;8.76;22.83
2001-04-18;0.9;1.16;1.6;2.5;4.28;8.88;21.08
2001-04-17;0.9;1.14;1.6;2.48;4.22;8.82;21.03
2001-04-16;0.9;1.14;1.6;2.47;4.16;8.7;20.78
2001-04-13;nan;nan;nan;nan;nan;nan;nan
2001-04-12;0.91;1.14;1.61;2.47;4.26;8.85;21.03
2001-04-11;0.9;1.14;1.61;2.47;4.3;8.93;21.04
2001-04-10;0.9;1.15;1.63;2.47;4.34;9.02;20.9
2001-04-09;0.9;1.15;1.62;2.47;4.43;9.35;21.43
2001-04-06;0.91;1.14;1.61;2.46;4.41;9.26;21.68
2001-04-05;0.91;1.14;1.6;2.71;4.35;9.17;20.94
2001-04-04;0.92;1.15;1.61;2.53;4.41;9.1;20.82
2001-04-03;0.91;1.14;1.59;2.47;4.37;8.87;20.71
2001-04-02;0.9;1.13;1.58;2.39;4.26;8.52;20.14
2001-03-31;0.9;1.12;1.58;2.38;4.25;8.46;20.19
2001-03-30;0.88;1.12;1.59;2.42;4.11;8.64;18.66
2001-03-29;0.88;1.12;1.61;2.43;4.08;8.55;18.44
2001-03-28;0.88;1.14;1.63;2.44;4.05;8.5;18.37
2001-03-27;0.88;1.13;1.62;2.4;4.01;8.44;18.32
2001-03-26;0.87;1.13;1.64;2.41;4.12;8.62;18.7
2001-03-23;0.87;1.13;1.64;2.41;4.12;8.78;18.89
2001-03-22;0.87;1.13;1.64;2.4;4.18;8.92;18.9
2001-03-21;0.88;1.12;1.62;2.39;4.12;8.67;18.55
2001-03-20;0.89;1.11;1.62;2.38;4.07;8.48;18.38
2001-03-19;0.89;1.11;1.63;2.37;4.02;8.36;18.34
2001-03-16;0.89;1.11;1.64;2.38;4.04;8.29;18.39
2001-03-15;0.89;1.11;1.64;2.38;4.03;8.17;17.93
2001-03-14;0.89;1.11;1.66;2.38;4.0;8.11;17.9
2001-03-13;0.89;1.1;1.63;2.37;3.9;7.82;17.63
2001-03-12;0.89;1.1;1.62;2.37;3.9;7.79;17.44
2001-03-09;0.88;1.1;1.61;2.37;3.9;7.67;17.39
2001-03-08;0.88;1.09;1.61;2.37;3.95;7.73;17.52
2001-03-07;0.88;1.09;1.62;2.38;3.97;7.74;17.57
2001-03-06;0.88;1.1;1.62;2.39;3.96;7.71;17.57
2001-03-05;0.88;1.1;1.63;2.38;4.0;7.73;17.5
2001-03-02;0.88;1.1;1.64;2.39;4.02;7.75;17.67
2001-03-01;0.89;1.1;1.63;2.39;4.1;7.77;17.67
2001-02-28;0.91;1.13;1.66;2.42;4.11;7.76;17.79
2001-02-27;0.9;1.12;1.67;2.4;4.01;7.88;17.43
2001-02-26;0.9;1.13;1.69;2.4;4.0;7.85;17.74
2001-02-23;0.9;1.13;1.68;2.4;3.96;7.82;17.84
2001-02-22;0.9;1.13;1.65;2.39;3.89;7.74;17.86
2001-02-21;0.9;1.12;1.64;2.37;3.87;7.65;17.73
2001-02-20;0.9;1.12;1.63;2.37;3.87;7.59;17.79
2001-02-19;0.91;1.12;1.63;2.37;3.85;7.57;17.91
2001-02-16;0.92;1.12;1.63;2.37;3.85;7.57;17.87
2001-02-15;0.92;1.14;1.62;2.36;3.77;7.44;17.73
2001-02-14;0.91;1.12;1.62;2.36;3.82;7.53;18.11
2001-02-13;0.91;1.13;1.62;2.35;3.88;7.62;18.18
2001-02-12;0.92;1.14;1.62;2.36;3.92;7.65;18.22
2001-02-09;0.93;1.14;1.62;2.35;3.94;7.69;18.19
2001-02-08;0.92;1.12;1.62;2.33;3.94;7.63;18.19
2001-02-07;0.92;1.14;1.61;2.33;3.96;7.7;18.2
2001-02-06;0.92;1.13;1.6;2.33;3.93;7.68;18.23
2001-02-05;0.93;1.13;1.59;2.34;3.97;7.76;18.44
2001-02-02;0.93;1.13;1.58;2.34;4.01;7.79;18.48
2001-02-01;0.93;1.12;1.56;2.34;4.1;7.88;18.69
2001-01-31;0.91;1.15;1.59;2.36;4.11;7.95;18.67
2001-01-30;0.92;1.13;1.65;2.36;4.11;8.14;21.85
2001-01-29;0.95;1.17;1.7;2.38;4.14;8.13;21.89
2001-01-26;0.97;1.17;1.71;2.39;4.17;8.15;21.91
2001-01-25;0.95;1.15;1.71;2.4;4.16;8.15;21.97
2001-01-24;0.97;1.18;1.72;2.41;4.17;8.15;22.02
2001-01-23;0.92;1.12;1.71;2.37;4.17;8.21;22.02
2001-01-22;0.98;1.2;1.78;2.44;4.22;8.33;22.05
2001-01-19;0.96;1.23;1.8;2.45;4.28;8.36;22.14
2001-01-18;0.98;1.25;1.82;2.48;4.36;8.54;22.37
2001-01-17;0.97;1.25;1.83;2.48;4.32;8.48;22.37
2001-01-16;0.97;1.25;1.8;2.52;4.3;8.51;22.5
2001-01-15;0.95;1.25;1.79;2.53;4.29;8.5;22.49
2001-01-12;0.95;1.25;1.8;2.54;4.3;8.54;22.81
2001-01-11;0.95;1.22;1.79;2.56;4.39;8.76;23.14
2001-01-10;0.95;1.23;1.8;2.57;4.47;9.0;23.57
2001-01-09;0.94;1.23;1.81;2.59;4.54;9.2;23.81
2001-01-08;0.97;1.27;1.84;2.64;4.68;9.4;24.06
2001-01-05;0.98;1.28;1.85;2.67;4.73;9.47;24.06
2001-01-04;0.97;1.27;1.84;2.67;4.67;9.5;24.16
2001-01-03;0.99;1.3;1.86;2.67;4.66;9.54;24.12
2001-01-02;1.01;1.32;1.88;2.7;4.83;9.82;24.31
2001-01-01;nan;nan;nan;nan;nan;nan;nan
2000-12-31;0.98;1.3;1.86;2.66;4.69;9.6;23.93
2000-12-29;0.98;1.3;1.82;2.71;4.57;9.58;23.47
2000-12-28;1.0;1.29;1.83;2.71;4.57;9.57;23.42
2000-12-27;1.0;1.31;1.81;2.7;4.59;9.63;23.43
2000-12-26;1.01;1.32;1.81;2.69;4.63;9.69;23.25
2000-12-25;nan;nan;nan;nan;nan;nan;nan
2000-12-22;1.0;1.32;1.77;2.68;4.63;9.69;23.14
2000-12-21;1.0;1.32;1.76;2.68;4.62;9.66;23.17
2000-12-20;1.01;1.33;1.76;2.66;4.61;9.56;22.96
2000-12-19;1.0;1.32;1.77;2.67;4.53;9.44;22.8
2000-12-18;1.01;1.32;1.76;2.67;4.56;9.5;22.74
2000-12-15;1.0;1.32;1.77;2.67;4.53;9.46;22.65
2000-12-14;1.01;1.34;1.78;2.68;4.55;9.47;23.13
2000-12-13;1.03;1.37;1.79;2.71;4.54;9.42;22.96
2000-12-12;1.09;1.37;1.79;2.7;4.52;9.52;23.0
2000-12-11;1.09;1.37;1.79;2.7;4.54;9.64;23.02
2000-12-08;1.09;1.38;1.81;2.71;4.52;9.8;23.07
2000-12-07;1.11;1.39;1.82;2.69;4.56;9.86;22.87
2000-12-06;1.1;1.38;1.81;2.68;4.55;9.86;22.81
2000-12-05;1.11;1.38;1.81;2.68;4.52;9.85;22.71
2000-12-04;1.09;1.37;1.79;2.66;4.48;9.83;22.59
2000-12-01;1.09;1.36;1.79;2.62;4.46;9.71;22.49
2000-11-30;1.09;1.36;1.79;2.62;4.5;9.78;22.77
2000-11-29;1.05;1.34;1.74;2.61;4.83;9.25;21.36
2000-11-28;1.04;1.34;1.73;2.58;4.74;9.02;20.91
2000-11-27;1.04;1.34;1.72;2.57;4.7;8.92;20.51
2000-11-24;1.05;1.34;1.71;2.54;4.69;8.84;20.32
2000-11-23;1.05;1.35;1.7;2.54;4.71;8.85;20.26
2000-11-22;1.05;1.35;1.7;2.54;4.71;8.85;20.25
2000-11-21;1.03;1.34;1.69;2.51;4.64;8.67;20.13
2000-11-20;1.03;1.33;1.68;2.51;4.59;8.46;19.7
2000-11-17;1.04;1.3;1.66;2.49;4.57;8.31;19.58
2000-11-16;1.04;1.3;1.65;2.49;4.57;8.27;19.6
2000-11-15;1.04;1.3;1.64;2.48;4.5;8.22;19.55
2000-11-14;1.04;1.29;1.64;2.47;4.5;8.2;19.66
2000-11-13;1.05;1.3;1.64;2.48;4.51;8.18;19.7
2000-11-10;1.03;1.3;1.65;2.47;4.48;8.12;19.56
2000-11-09;1.03;1.3;1.64;2.47;4.47;8.07;19.41
2000-11-08;1.02;1.29;1.64;2.47;4.43;7.97;19.19
2000-11-07;1.02;1.28;1.64;2.47;4.46;7.99;19.21
2000-11-06;1.02;1.29;1.64;2.48;4.46;7.97;19.19
2000-11-03;1.02;1.3;1.65;2.48;4.48;7.98;19.16
2000-11-02;1.03;1.31;1.65;2.5;4.57;8.01;19.21
2000-11-01;1.02;1.3;1.65;2.51;4.56;7.92;19.15
2000-10-31;1.03;1.31;1.66;2.52;4.59;7.95;19.35
2000-10-30;1.01;1.35;1.63;2.48;4.67;7.86;19.1
2000-10-27;1.0;1.34;1.62;2.45;4.68;7.86;19.03
2000-10-26;1.0;1.34;1.61;2.41;4.69;7.86;18.93
2000-10-25;1.01;1.34;1.62;2.37;4.6;7.81;18.85
2000-10-24;1.01;1.35;1.63;2.38;4.63;7.88;18.94
2000-10-23;1.01;1.34;1.62;2.39;4.67;7.92;18.92
2000-10-20;1.0;1.34;1.61;2.37;4.65;7.85;18.73
2000-10-19;1.0;1.31;1.61;2.35;4.65;7.82;18.82
2000-10-18;1.02;1.32;1.61;2.35;4.65;7.83;18.81
2000-10-17;1.01;1.31;1.6;2.32;4.58;7.71;18.47
2000-10-16;1.0;1.29;1.57;2.3;4.45;7.47;18.2
2000-10-13;0.98;1.3;1.57;2.29;4.48;7.49;18.25
2000-10-12;0.98;1.3;1.55;2.27;4.42;7.38;18.09
2000-10-11;0.98;1.29;1.53;2.22;4.33;7.28;17.89
2000-10-10;0.97;1.29;1.52;2.21;4.22;7.09;17.74
2000-10-09;0.97;1.27;1.5;2.2;4.14;7.03;17.68
2000-10-06;0.96;1.26;1.5;2.19;4.12;7.01;17.71
2000-10-05;0.96;1.26;1.49;2.19;4.09;6.98;17.6
2000-10-04;0.95;1.25;1.48;2.16;4.0;6.93;17.48
2000-10-03;0.95;1.24;1.48;2.14;3.98;6.9;17.43
2000-10-02;0.96;1.25;1.48;2.13;4.01;6.94;17.44
2000-09-30;0.96;1.26;1.49;2.14;3.97;6.97;17.52
2000-09-29;0.96;1.25;1.48;2.13;4.05;6.94;16.95
2000-09-28;0.96;1.25;1.48;2.13;4.03;6.9;16.87
2000-09-27;0.96;1.27;1.5;2.14;4.02;6.83;16.73
2000-09-26;0.98;1.29;1.52;2.16;3.96;6.74;16.69
2000-09-25;0.96;1.27;1.51;2.15;3.9;6.65;16.7
2000-09-22;0.97;1.29;1.52;2.16;3.84;6.72;16.62
2000-09-21;0.97;1.29;1.52;2.15;3.86;6.64;16.47
2000-09-20;0.96;1.29;1.52;2.16;3.87;6.6;16.34
2000-09-19;0.97;1.29;1.52;2.16;3.83;6.6;16.34
2000-09-18;0.97;1.3;1.54;2.17;3.84;6.5;16.23
2000-09-15;0.98;1.3;1.54;2.17;3.83;6.42;16.13
2000-09-14;0.99;1.32;1.56;2.17;3.87;6.45;16.21
2000-09-13;0.99;1.32;1.56;2.17;3.88;6.48;16.14
2000-09-12;0.99;1.32;1.56;2.17;3.87;6.42;16.2
2000-09-11;0.99;1.33;1.56;2.17;3.85;6.41;16.17
2000-09-08;1.0;1.34;1.56;2.17;3.87;6.42;16.22
2000-09-07;0.99;1.34;1.56;2.16;3.86;6.41;16.23
2000-09-06;1.0;1.34;1.57;2.17;3.89;6.5;16.29
2000-09-05;1.0;1.34;1.57;2.17;3.92;6.55;16.31
2000-09-04;1.0;1.34;1.57;2.17;3.93;6.67;16.46
2000-09-01;1.0;1.35;1.57;2.17;3.93;6.66;16.43
2000-08-31;0.99;1.34;1.57;2.16;3.88;6.6;16.42
2000-08-30;0.97;1.32;1.54;2.2;4.03;6.21;16.29
2000-08-29;0.96;1.32;1.55;2.19;4.04;6.25;16.32
2000-08-28;0.96;1.32;1.55;2.2;4.08;6.32;16.45
2000-08-25;0.95;1.31;1.54;2.19;4.11;6.4;16.44
2000-08-24;0.96;1.32;1.55;2.2;4.13;6.43;16.44
2000-08-23;0.96;1.32;1.54;2.19;4.11;6.42;16.39
2000-08-22;0.96;1.32;1.54;2.19;4.09;6.38;16.36
2000-08-21;0.97;1.31;1.53;2.17;4.1;6.38;16.31
2000-08-18;0.96;1.31;1.53;2.14;4.1;6.39;16.26
2000-08-17;0.97;1.3;1.53;2.13;4.08;6.33;16.19
2000-08-16;0.96;1.3;1.53;2.12;4.06;6.32;16.17
2000-08-15;0.96;1.3;1.53;2.13;4.07;6.31;16.22
2000-08-14;0.96;1.3;1.53;2.13;4.08;6.33;16.32
2000-08-11;0.99;1.3;1.53;2.13;4.09;6.26;16.39
2000-08-10;0.98;1.3;1.53;2.14;4.13;6.29;16.48
2000-08-09;0.99;1.3;1.53;2.13;4.12;6.23;16.37
2000-08-08;0.99;1.3;1.53;2.13;4.14;6.24;16.34
2000-08-07;0.99;1.3;1.53;2.13;4.11;6.24;16.3
2000-08-04;0.99;1.3;1.53;2.14;4.15;6.3;16.36
2000-08-03;0.99;1.3;1.53;2.14;4.12;6.24;16.31
2000-08-02;0.99;1.3;1.53;2.14;4.12;6.24;16.19
2000-08-01;0.99;1.29;1.52;2.13;4.12;6.21;16.22
2000-07-31;0.98;1.29;1.53;2.14;4.06;6.15;16.14
2000-07-28;1.0;1.23;1.51;2.11;4.02;6.11;15.6
2000-07-27;1.01;1.23;1.52;2.11;4.03;6.07;15.62
2000-07-26;1.02;1.22;1.51;2.08;3.98;5.98;15.52
2000-07-25;1.03;1.24;1.53;2.12;4.02;6.01;15.36
2000-07-24;1.02;1.24;1.53;2.12;4.02;5.98;15.3
2000-07-21;1.02;1.24;1.52;2.12;4.05;6.02;15.45
2000-07-20;1.02;1.24;1.53;2.12;4.05;6.01;15.4
2000-07-19;1.02;1.24;1.52;2.11;3.94;5.87;15.31
2000-07-18;1.02;1.23;1.52;2.12;3.93;5.88;15.23
2000-07-17;1.03;1.25;1.53;2.13;3.95;5.89;15.25
2000-07-14;1.03;1.25;1.54;2.15;3.99;5.98;15.4
2000-07-13;1.02;1.26;1.54;2.15;4.07;6.12;15.59
2000-07-12;1.03;1.25;1.54;2.15;4.05;6.06;15.5
2000-07-11;1.03;1.26;1.55;2.16;4.06;6.07;15.5
2000-07-10;1.03;1.25;1.55;2.17;4.08;6.09;15.56
2000-07-07;1.03;1.26;1.55;2.18;4.12;6.12;15.64
2000-07-06;1.03;1.27;1.55;2.17;4.1;6.09;15.62
2000-07-05;1.03;1.26;1.55;2.17;4.13;6.12;15.7
2000-07-04;1.03;1.26;1.55;2.18;4.13;6.11;15.65
2000-07-03;1.03;1.26;1.55;2.18;4.13;6.11;15.65
2000-06-30;1.03;1.27;1.55;2.18;4.09;6.08;15.68
2000-06-29;0.98;1.25;1.53;2.14;4.02;5.99;16.33
2000-06-28;0.98;1.24;1.53;2.15;4.01;5.9;15.97
2000-06-27;0.98;1.24;1.52;2.15;4.04;5.89;16.07
2000-06-26;1.0;1.24;1.52;2.14;4.04;5.89;16.07
2000-06-23;0.99;1.23;1.52;2.13;3.97;5.83;15.99
2000-06-22;1.0;1.24;1.52;2.14;4.04;5.89;16.12
2000-06-21;1.0;1.24;1.52;2.14;4.03;5.92;16.15
2000-06-20;1.01;1.25;1.52;2.15;4.08;6.0;16.3
2000-06-19;1.0;1.24;1.53;2.16;4.12;6.04;16.28
2000-06-16;1.0;1.24;1.53;2.16;4.13;6.06;16.27
2000-06-15;1.0;1.24;1.53;2.17;4.09;5.97;16.18
2000-06-14;0.99;1.25;1.53;2.18;4.13;6.01;16.35
2000-06-13;1.0;1.25;1.54;2.19;4.11;5.97;16.3
2000-06-12;1.0;1.26;1.54;2.21;4.12;5.98;16.23
2000-06-09;1.0;1.26;1.54;2.21;4.11;5.96;16.03
2000-06-08;1.0;1.26;1.55;2.22;4.13;6.03;16.17
2000-06-07;0.99;1.25;1.54;2.22;4.13;6.03;16.16
2000-06-06;0.99;1.28;1.56;2.25;4.15;6.05;16.15
2000-06-05;0.99;1.29;1.57;2.25;4.19;6.08;16.24
2000-06-02;1.03;1.31;1.59;2.28;4.17;6.06;16.2
2000-06-01;1.03;1.31;1.59;2.28;4.16;6.07;16.22
2000-05-31;1.02;1.3;1.58;2.28;4.13;5.98;16.23
2000-05-30;1.0;1.3;1.54;2.25;4.29;6.07;14.81
2000-05-29;1.0;1.3;1.53;2.25;4.35;6.12;14.73
2000-05-26;0.99;1.29;1.52;2.24;4.34;6.12;14.7
2000-05-25;1.01;1.3;1.53;2.25;4.29;6.06;14.64
2000-05-24;0.99;1.27;1.49;2.19;4.18;5.95;14.39
2000-05-23;0.99;1.28;1.48;2.19;4.19;5.91;14.35
2000-05-22;0.99;1.26;1.47;2.18;4.15;5.87;14.32
2000-05-19;0.99;1.26;1.48;2.18;4.12;5.78;14.2
2000-05-18;0.99;1.26;1.47;2.18;4.08;5.67;14.07
2000-05-17;1.01;1.27;1.48;2.19;4.1;5.7;14.12
2000-05-16;1.0;1.26;1.47;2.19;4.06;5.72;13.99
2000-05-15;0.98;1.24;1.45;2.17;4.04;5.67;13.95
2000-05-12;0.97;1.22;1.42;2.18;4.05;5.64;14.09
2000-05-11;0.97;1.22;1.42;2.18;4.12;5.7;14.06
2000-05-10;0.97;1.21;1.42;2.17;4.15;5.68;13.8
2000-05-09;0.96;1.21;1.42;2.13;4.12;5.58;13.73
2000-05-08;0.96;1.21;1.42;2.12;4.08;5.55;13.72
2000-05-05;0.97;1.19;1.4;2.11;4.06;5.57;13.74
2000-05-04;0.98;1.19;1.4;2.12;4.01;5.63;13.79
2000-05-03;0.99;1.2;1.4;2.12;4.03;5.67;13.82
2000-05-02;0.99;1.2;1.41;2.13;4.02;5.72;13.87
2000-05-01;1.0;1.2;1.41;2.13;4.04;5.77;13.9
2000-04-30;0.99;1.18;1.4;2.12;4.05;5.83;14.07
2000-04-28;0.98;1.18;1.39;2.2;3.77;5.68;14.06
2000-04-27;0.91;1.15;1.36;2.13;3.72;5.68;13.98
2000-04-26;0.91;1.15;1.34;2.12;3.76;5.8;14.06
2000-04-25;0.9;1.14;1.33;2.07;3.73;5.81;14.1
2000-04-24;0.9;1.14;1.33;2.05;3.82;5.95;14.23
2000-04-21;nan;nan;nan;nan;nan;nan;nan
2000-04-20;0.91;1.16;1.34;2.06;3.8;5.92;14.14
2000-04-19;0.91;1.15;1.34;2.06;3.79;5.91;14.16
2000-04-18;0.9;1.15;1.33;2.05;3.76;5.89;14.05
2000-04-17;0.9;1.15;1.34;2.05;3.75;5.94;14.04
2000-04-14;0.92;1.19;1.36;2.07;3.8;6.02;14.29
2000-04-13;0.91;1.16;1.34;2.05;3.76;5.96;14.23
2000-04-12;0.89;1.15;1.33;2.04;3.72;5.9;14.15
2000-04-11;0.91;1.16;1.34;2.04;3.77;5.99;14.24
2000-04-10;0.93;1.17;1.33;1.99;3.8;6.07;14.31
2000-04-07;0.92;1.15;1.32;1.97;3.78;5.99;14.23
2000-04-06;0.91;1.12;1.29;1.94;3.77;5.96;14.19
2000-04-05;0.92;1.13;1.3;1.94;3.82;6.04;14.26
2000-04-04;0.92;1.13;1.3;1.94;3.84;6.05;14.14
2000-04-03;0.92;1.13;1.3;1.93;3.73;5.87;13.83
2000-03-31;0.91;1.13;1.29;1.92;3.7;5.83;13.85
2000-03-30;0.9;1.12;1.27;1.86;3.63;5.83;14.91
2000-03-29;0.87;1.07;1.21;1.73;3.54;5.63;14.64
2000-03-28;0.87;1.09;1.21;1.74;3.46;5.52;14.51
2000-03-27;0.85;1.06;1.19;1.72;3.4;5.4;14.31
2000-03-24;0.85;1.04;1.18;1.71;3.41;5.41;14.28
2000-03-23;0.85;1.04;1.19;1.72;3.47;5.5;14.42
2000-03-22;0.86;1.05;1.2;1.73;3.45;5.44;14.32
2000-03-21;0.86;1.05;1.19;1.72;3.41;5.39;14.19
2000-03-20;0.85;1.05;1.19;1.72;3.39;5.35;14.09
2000-03-17;0.85;1.05;1.18;1.72;3.38;5.34;14.06
2000-03-16;0.85;1.05;1.18;1.72;3.37;5.33;13.99
2000-03-15;0.85;1.04;1.18;1.71;3.29;5.29;13.96
2000-03-14;0.85;1.04;1.18;1.7;3.22;5.24;14.02
2000-03-13;0.85;1.04;1.18;1.7;3.18;5.13;13.85
2000-03-10;0.83;1.0;1.16;1.68;3.16;5.08;13.76
2000-03-09;0.84;1.01;1.16;1.69;3.2;5.1;13.81
2000-03-08;0.84;1.01;1.16;1.69;3.18;5.07;13.69
2000-03-07;0.84;1.02;1.17;1.7;3.14;5.07;13.74
2000-03-06;0.84;1.01;1.16;1.68;3.12;5.01;13.61
2000-03-03;0.85;1.02;1.16;1.68;3.14;5.04;13.68
2000-03-02;0.84;1.01;1.16;1.67;3.13;5.02;13.71
2000-03-01;0.84;0.99;1.15;1.67;3.12;5.02;13.77
2000-02-29;0.83;0.98;1.14;1.66;3.1;4.98;13.72
2000-02-28;0.87;0.93;1.12;1.61;3.06;4.79;13.71
2000-02-25;0.83;0.91;1.09;1.56;3.11;4.87;13.72
2000-02-24;0.83;0.91;1.09;1.56;3.08;4.83;13.68
2000-02-23;0.82;0.9;1.08;1.54;3.02;4.71;13.48
2000-02-22;0.83;0.91;1.09;1.55;3.08;4.81;13.59
2000-02-21;0.82;0.9;1.08;1.54;2.98;4.68;13.45
2000-02-18;0.82;0.9;1.08;1.54;2.98;4.67;13.42
2000-02-17;0.81;0.89;1.07;1.53;2.92;4.59;13.34
2000-02-16;0.82;0.9;1.08;1.55;2.95;4.63;13.39
2000-02-15;0.82;0.9;1.08;1.54;2.92;4.61;13.35
2000-02-14;0.82;0.89;1.08;1.54;2.95;4.66;13.53
2000-02-11;0.81;0.89;1.08;1.55;2.87;4.58;13.47
2000-02-10;0.81;0.89;1.08;1.54;2.85;4.53;13.43
2000-02-09;0.8;0.89;1.07;1.53;2.86;4.56;13.5
2000-02-08;0.79;0.87;1.06;1.52;2.87;4.6;13.57
2000-02-07;0.79;0.87;1.05;1.51;2.92;4.56;13.63
2000-02-04;0.78;0.86;1.04;1.51;2.9;4.66;13.74
2000-02-03;0.81;0.89;1.07;1.54;3.05;4.76;13.83
2000-02-02;0.81;0.88;1.06;1.53;2.95;4.61;13.76
2000-02-01;0.82;0.89;1.08;1.54;2.94;4.62;13.8
2000-01-31;0.83;0.9;1.09;1.56;2.91;4.61;13.9
2000-01-28;0.78;0.86;1.03;1.53;2.82;4.54;13.79
2000-01-27;0.77;0.86;1.03;1.54;2.83;4.53;13.76
2000-01-26;0.77;0.85;1.03;1.54;2.84;4.55;13.79
2000-01-25;0.78;0.85;1.03;1.55;2.83;4.54;13.81
2000-01-24;0.78;0.86;1.04;1.56;2.85;4.55;13.87
2000-01-21;0.79;0.86;1.04;1.56;2.78;4.45;13.77
2000-01-20;0.79;0.85;1.04;1.55;2.78;4.46;13.8
2000-01-19;0.79;0.86;1.04;1.55;2.8;4.49;13.81
2000-01-18;0.79;0.86;1.04;1.56;2.78;4.48;13.76
2000-01-17;0.8;0.87;1.05;1.57;2.79;4.52;13.77
2000-01-14;0.79;0.86;1.04;1.56;2.78;4.51;13.82
2000-01-13;0.79;0.85;1.03;1.55;2.8;4.57;13.92
2000-01-12;0.77;0.83;1.01;1.52;2.74;4.46;13.75
2000-01-11;0.77;0.84;1.02;1.53;2.75;4.49;13.76
2000-01-10;0.78;0.84;1.03;1.55;2.8;4.56;13.83
2000-01-07;0.8;0.87;1.05;1.58;2.84;4.63;13.9
2000-01-06;0.78;0.85;1.03;1.55;2.81;4.59;13.81
2000-01-05;0.77;0.84;1.03;1.55;2.78;4.52;13.74
2000-01-04;0.76;0.83;1.01;1.53;2.79;4.57;13.81
2000-01-03;0.76;0.83;1.01;1.53;2.72;4.42;13.7
1999-12-31;0.75;0.83;1.01;1.53;2.76;4.52;13.76
1999-12-30;0.66;0.76;1.02;1.52;2.71;4.52;13.56
1999-12-29;0.66;0.76;1.02;1.52;2.7;4.51;13.51
1999-12-28;0.66;0.76;1.03;1.56;2.67;4.47;13.44
1999-12-27;0.66;0.76;1.03;1.58;2.69;4.49;13.47
1999-12-24;0.67;0.77;1.03;1.57;2.68;4.46;13.44
1999-12-23;0.67;0.77;1.03;1.57;2.68;4.46;13.43
1999-12-22;0.67;0.77;1.03;1.57;2.69;4.47;13.41
1999-12-21;0.67;0.77;1.03;1.58;2.7;4.49;13.37
1999-12-20;0.67;0.78;1.04;1.58;2.71;4.51;13.4
1999-12-17;0.68;0.78;1.04;1.59;2.73;4.54;13.41
1999-12-16;0.68;0.78;1.04;1.58;2.74;4.55;13.3
1999-12-15;0.68;0.78;1.05;1.59;2.76;4.6;12.96
1999-12-14;0.69;0.79;1.06;1.61;2.81;4.64;13.16
1999-12-13;0.68;0.79;1.06;1.61;2.87;4.75;13.23
1999-12-10;0.68;0.79;1.05;1.61;2.88;4.76;13.29
1999-12-09;0.68;0.79;1.05;1.61;2.87;4.72;13.26
1999-12-08;0.67;0.77;1.04;1.59;2.86;4.72;13.21
1999-12-07;0.68;0.78;1.04;1.6;2.91;4.82;13.29
